clean_item_name,year,month,location,total_sales,transactions,total_quantity_sold,average_base_price,median_base_price
Duchesse De Bourgogne,2016,12,The Dram Shop Front St.,45.0,4,5.0,9.0,9.0
Duchesse De Bourgogne Flanders Red,2016,12,The Dram Shop Front St.,94.0,9,11.0,8.8,10.0
Firestone Walker,2016,12,The Dram Shop Front St.,170.5,7,8.0,22.0,22.0
Firestone Walker Agrestic,2016,12,The Dram Shop Front St.,111.25,8,9.0,14.0,13.0
Flash Flood Milk Stout,2016,12,The Dram Shop Front St.,627.92,120,144.0,4.44,4.0
Fond Tradition Sour,2016,12,The Dram Shop Front St.,14.0,2,2.0,7.0,7.0
Founders Day IPA,2016,12,The Dram Shop Front St.,183.17,41,47.0,4.05,4.0
Fresh Bongwater,2016,12,The Dram Shop Front St.,165.25,22,36.0,4.62,4.5
Fritz Muller Sparkling Rose,2016,12,The Dram Shop Front St.,229.5,7,15.0,17.0,17.0
Fruit Fly Passionfruit Citra Sour,2016,12,The Dram Shop Front St.,54.0,12,12.0,4.5,4.5
Godello,2016,12,The Dram Shop Front St.,80.0,9,9.0,8.89,7.0
Golden Hopped Ale,2016,12,The Dram Shop Front St.,426.12,89,109.0,4.2,4.0
Golden Russet,2016,12,The Dram Shop Front St.,12.0,1,2.0,6.0,6.0
Golden Spike,2016,12,The Dram Shop Front St.,178.25,21,32.0,5.7,5.0
Good Medicine,2016,12,The Dram Shop Front St.,188.25,30,36.0,5.36,4.5
Good Trip,2016,12,The Dram Shop Front St.,200.12,29,35.0,5.86,5.5
Gran Passione Rosso,2016,12,The Dram Shop Front St.,265.83,31,37.0,7.34,7.0
Gruner Veltliner,2016,12,The Dram Shop Front St.,195.08,14,28.0,7.0,7.0
Habanero Cider,2016,12,The Dram Shop Front St.,36.0,4,4.0,9.0,9.0
Haybag Hefe,2016,12,The Dram Shop Front St.,0.0,1,1.0,4.5,4.5
Hefeweizen,2016,12,The Dram Shop Front St.,377.87,56,71.0,5.48,5.0
Hop Hash IPA,2016,12,The Dram Shop Front St.,13.5,2,3.0,4.5,4.5
Hop Stoopid,2016,12,The Dram Shop Front St.,509.83,85,107.0,5.24,5.0
Hops,2016,12,The Dram Shop Front St.,769.1,119,145.0,5.53,5.0
Hoptana,2016,12,The Dram Shop Front St.,20.0,5,5.0,4.0,4.0
Hotbox Nitro,2016,12,The Dram Shop Front St.,316.75,43,55.0,5.8,5.5
Hotshot Coffee Stout,2016,12,The Dram Shop Front St.,505.68,93,109.0,4.79,4.5
Imperial Citrus,2016,12,The Dram Shop Front St.,341.76,55,71.0,5.07,5.0
Isabella Sparkling Wine,2016,12,The Dram Shop Front St.,80.0,9,10.0,8.0,8.0
Ivan NITRO,2016,12,The Dram Shop Front St.,452.96,87,95.0,4.89,5.0
Jubelale,2016,12,The Dram Shop Front St.,276.52,54,60.0,5.19,4.5
Julian's,2016,12,The Dram Shop Front St.,10.0,1,1.0,10.0,10.0
Julian's Black and Blue,2016,12,The Dram Shop Front St.,8.0,1,1.0,8.0,8.0
Kapittel Winter,2016,12,The Dram Shop Front St.,294.6,26,28.0,10.82,9.0
Kiwi Lager,2016,12,The Dram Shop Front St.,272.5,50,60.0,4.82,4.5
"Lawyers, Guns, and Money",2016,12,The Dram Shop Front St.,12.25,2,3.0,4.08,4.5
Le Cygne Bier De Garde,2016,12,The Dram Shop Front St.,232.5,28,31.0,7.65,7.5
Le Terroir Dry Hop Sour,2016,12,The Dram Shop Front St.,584.17,85,98.0,6.0,5.5
Lil Opal,2016,12,The Dram Shop Front St.,13.0,1,1.0,13.0,13.0
Lockhorn Grapefruit Mint Cider,2016,12,The Dram Shop Front St.,118.38,10,20.0,6.0,6.0
Lower East Syrah,2016,12,The Dram Shop Front St.,27.0,1,1.0,27.0,27.0
Luponic Distortion IPA,2016,12,The Dram Shop Front St.,802.5,123,152.0,5.41,5.0
Mas Donís Barrica,2016,12,The Dram Shop Front St.,38.0,3,4.0,8.67,7.0
Mast Theory,2016,12,The Dram Shop Front St.,234.0,18,22.0,11.14,9.0
Mocha Marlin,2016,12,The Dram Shop Front St.,191.1,31,35.0,5.55,5.5
Mocha Quilter's Irish Death,2016,12,The Dram Shop Front St.,306.04,60,68.0,4.61,4.0
Monks Cafe Flemish Sour,2016,12,The Dram Shop Front St.,13.12,3,4.0,3.5,3.5
Morellino di Scansano Ciliegiolo,2016,12,The Dram Shop Front St.,18.0,1,1.0,18.0,18.0
Mountain Man Scotch,2016,12,The Dram Shop Front St.,171.16,31,37.0,4.76,4.5
NITRO Sextant,2016,12,The Dram Shop Front St.,412.09,59,76.0,5.44,5.5
Northfork,2016,12,The Dram Shop Front St.,48.0,3,4.0,12.0,12.0
Nostradamus,2016,12,The Dram Shop Front St.,189.2,18,20.0,9.6,8.0
Oak Smoker,2016,12,The Dram Shop Front St.,394.29,71,86.0,4.75,4.5
Oscar Blues IPA,2016,12,The Dram Shop Front St.,275.77,43,50.0,5.52,4.5
Oude Gueuze,2016,12,The Dram Shop Front St.,24.0,3,3.0,8.0,8.0
Peak XV,2016,12,The Dram Shop Front St.,221.36,28,33.0,6.84,6.5
Peregrine Grenache,2016,12,The Dram Shop Front St.,69.0,7,8.0,8.63,8.0
Peregrine Ranch Chenin Blanc,2016,12,The Dram Shop Front St.,289.86,25,35.0,8.32,8.0
Pineapple Express,2016,12,The Dram Shop Front St.,626.0,86,111.0,5.71,5.5
Pinot Blanc,2016,12,The Dram Shop Front St.,8.5,1,1.0,8.5,8.5
Piper Down Scottish,2016,12,The Dram Shop Front St.,459.41,81,91.0,5.61,5.0
Piraat,2016,12,The Dram Shop Front St.,35.0,2,2.0,17.5,15.0
Pommeau,2016,12,The Dram Shop Front St.,7.0,1,1.0,8.0,8.0
Pomona's Nectar,2016,12,The Dram Shop Front St.,16.0,1,1.0,16.0,16.0
Powder Hound,2016,12,The Dram Shop Front St.,284.34,51,60.0,4.84,4.5
Prickly Pear Pale,2016,12,The Dram Shop Front St.,516.73,95,114.0,4.79,4.5
Prosecco,2016,12,The Dram Shop Front St.,67.75,7,10.0,7.5,9.0
Quilters Irish Death Stout,2016,12,The Dram Shop Front St.,9.0,1,2.0,4.5,4.5
Raspberry,2016,12,The Dram Shop Front St.,0.0,1,3.0,7.0,7.0
Ring Shank,2016,12,The Dram Shop Front St.,832.06,151,182.0,4.74,4.5
"Rocca di Frassinello, Poggio alla Guardia",2016,12,The Dram Shop Front St.,19.38,2,2.0,10.5,10.5
Rocking Horse Black IPA,2016,12,The Dram Shop Front St.,199.53,40,46.0,4.61,4.5
Rose' Cuvee Brut,2016,12,The Dram Shop Front St.,37.0,1,1.0,37.0,37.0
Rosé,2016,12,The Dram Shop Front St.,84.0,5,6.0,15.0,19.0
Rosé Cider,2016,12,The Dram Shop Front St.,177.0,22,28.0,6.38,6.0
Rutty Englishman,2016,12,The Dram Shop Front St.,414.0,54,64.0,6.49,6.0
Ryan Sullivan Barrel Aged Imperial Stout,2016,12,The Dram Shop Front St.,61.75,5,5.0,13.0,13.0
Saison DuPont,2016,12,The Dram Shop Front St.,36.0,3,3.0,12.0,12.0
Saison DuPont Farmhouse Ale,2016,12,The Dram Shop Front St.,21.0,2,2.0,12.0,12.0
Sauvignon Gris,2016,12,The Dram Shop Front St.,20.0,1,1.0,20.0,20.0
Sculpin IPA,2016,12,The Dram Shop Front St.,848.47,108,140.0,6.31,5.5
Sidra Style Cider,2016,12,The Dram Shop Front St.,9.0,1,1.0,9.0,9.0
Siracha Spicy Stout,2016,12,The Dram Shop Front St.,44.0,4,4.0,11.0,11.0
Slice of Pape Blanc,2016,12,The Dram Shop Front St.,0.0,1,1.0,10.0,10.0
Small Batch Spartan Dry,2016,12,The Dram Shop Front St.,9.0,1,1.0,9.0,9.0
Snow Ghost,2016,12,The Dram Shop Front St.,224.77,39,44.0,5.35,4.5
Sparkling Brut Rosé,2016,12,The Dram Shop Front St.,17.0,1,1.0,17.0,17.0
Spiritous Smoke Rauchbier,2016,12,The Dram Shop Front St.,384.37,73,79.0,4.95,4.5
Tart Lychee,2016,12,The Dram Shop Front St.,14.0,1,1.0,14.0,14.0
Toasted Coconut Porter,2016,12,The Dram Shop Front St.,37.83,5,5.0,7.8,7.0
Tongue Buckler,2016,12,The Dram Shop Front St.,247.17,34,37.0,6.71,6.0
Tropic Thunder,2016,12,The Dram Shop Front St.,15.0,3,3.0,5.0,5.0
Underwood Rose,2016,12,The Dram Shop Front St.,6.0,1,1.0,6.0,6.0
Upslope IPA,2016,12,The Dram Shop Front St.,446.79,81,98.0,4.84,4.5
Vetiver D.O.Ca - Rioja,2016,12,The Dram Shop Front St.,26.0,2,2.0,13.0,13.0
Victory at Sea,2016,12,The Dram Shop Front St.,506.58,62,68.0,7.62,6.0
Wandering Angus Wanderlust,2016,12,The Dram Shop Front St.,19.0,2,3.0,8.0,6.0
White Christmas,2016,12,The Dram Shop Front St.,96.02,22,23.0,4.78,4.5
White Cinq Cents Trippl,2016,12,The Dram Shop Front St.,48.0,2,3.0,15.0,12.0
Wild Bittersweet,2016,12,The Dram Shop Front St.,768.84,74,96.0,8.2,8.0
Witbier,2016,12,The Dram Shop Front St.,343.04,41,49.0,7.61,7.5
XXVI Anniversary Ale,2016,12,The Dram Shop Front St.,146.25,14,18.0,8.3,4.5
Yaak Attack IPA,2016,12,The Dram Shop Front St.,309.0,50,58.0,5.59,5.0
Yard Sale Amber,2016,12,The Dram Shop Front St.,399.75,69,81.0,5.18,4.5
Yellow Sally,2016,12,The Dram Shop Front St.,378.96,55,86.0,4.62,4.0
Yellow Snow,2016,12,The Dram Shop Front St.,357.27,52,59.0,6.24,5.5
Z Domaine Giacometti Patrimonio Rouge (Niellucciu,2016,12,The Dram Shop Front St.,19.0,1,1.0,19.0,19.0
Zweigelt Rosé,2016,12,The Dram Shop Front St.,13.0,1,1.0,13.0,13.0
¡SANTO DIOS! Mole Stout,2016,12,The Dram Shop Front St.,388.95,68,86.0,5.03,4.5
14th Ann. Emperial IPA,2016,11,The Dram Shop Front St.,15.68,2,2.0,8.25,8.25
1664,2016,11,The Dram Shop Front St.,270.7,32,50.0,5.62,5.5
Alpha Imperial IPA,2016,11,The Dram Shop Front St.,17.4,2,3.0,6.0,6.0
Alpine Wheat,2016,11,The Dram Shop Front St.,69.0,12,18.0,3.87,4.0
Ambitious Lager,2016,11,The Dram Shop Front St.,175.11,29,36.0,5.0,4.5
Amstel Light,2016,11,The Dram Shop Front St.,12.23,3,7.0,2.69,3.0
Badlands XPA,2016,11,The Dram Shop Front St.,720.8,130,153.0,5.1,4.5
Barmy Golden,2016,11,The Dram Shop Front St.,283.42,50,53.0,5.5,5.5
Barrel Aged Sipping Into Darkness,2016,11,The Dram Shop Front St.,400.76,88,100.0,4.55,4.5
Beaverslide IPA,2016,11,The Dram Shop Front St.,338.97,74,90.0,4.17,4.0
Belgian Pale,2016,11,The Dram Shop Front St.,135.58,21,27.0,5.29,4.5
Black IPA,2016,11,The Dram Shop Front St.,355.06,76,87.0,4.63,4.0
Blackberry Sour,2016,11,The Dram Shop Front St.,403.52,66,72.0,5.61,5.0
Blackfoot Single Malt IPA,2016,11,The Dram Shop Front St.,2242.79,330,427.0,5.68,5.0
Blue Grand Reserve Strong Dark Ale,2016,11,The Dram Shop Front St.,18.0,1,1.0,18.0,18.0
Bobtail Blonde,2016,11,The Dram Shop Front St.,622.83,108,123.0,5.36,5.0
Bordeaux Blanc,2016,11,The Dram Shop Front St.,44.0,3,3.0,16.0,16.0
Bourbon Barrel Aged Scotch Ale,2016,11,The Dram Shop Front St.,44.1,5,6.0,10.6,9.0
Bourbon County Barrel Aged COFFEE Stout,2016,11,The Dram Shop Front St.,10.0,1,1.0,10.0,10.0
Bretta Weisse,2016,11,The Dram Shop Front St.,159.75,18,18.0,9.25,9.0
Brut Sparkling Cider,2016,11,The Dram Shop Front St.,30.4,2,2.0,16.0,16.0
Carte Verte Merlot,2016,11,The Dram Shop Front St.,79.2,3,4.0,22.0,22.0
Celebration,2016,11,The Dram Shop Front St.,268.82,63,67.0,4.34,4.0
Cerasuolo (60% Nero d'Avola 40% Frappato),2016,11,The Dram Shop Front St.,34.48,3,3.0,13.67,9.5
"Chateau Argadens Merlot, Cab Sauv, Cab Franc",2016,11,The Dram Shop Front St.,12.6,1,1.0,14.0,14.0
Cherry Anthem,2016,11,The Dram Shop Front St.,997.46,180,204.0,5.23,5.0
Chocolate Cherry Stout,2016,11,The Dram Shop Front St.,105.02,5,5.0,22.0,18.0
Cider,2016,11,The Dram Shop Front St.,30.4,2,2.0,16.0,16.0
Cidrerie Daufresne Artisinal Brut,2016,11,The Dram Shop Front St.,38.95,4,4.0,10.75,9.0
Cliffside Lager,2016,11,The Dram Shop Front St.,369.4,69,79.0,5.13,4.5
Clos de fontaine hugo cidre de thie,2016,11,The Dram Shop Front St.,30.1,3,3.0,18.67,22.0
Colomba,2016,11,The Dram Shop Front St.,4.44,1,1.0,5.5,5.5
Coors N/A,2016,11,The Dram Shop Front St.,6.0,2,2.0,3.0,3.0
Cotes du Rhone Rouge,2016,11,The Dram Shop Front St.,355.75,44,51.0,7.16,7.0
Cutthroat IPA,2016,11,The Dram Shop Front St.,368.44,72,90.0,4.29,4.0
De Konnick Flowering Citrus,2016,11,The Dram Shop Front St.,500.52,86,93.0,5.53,5.5
DeRailed IPA,2016,11,The Dram Shop Front St.,188.62,35,40.0,5.31,5.0
Dixon Melon Gose,2016,11,The Dram Shop Front St.,420.23,64,74.0,5.71,5.5
Duchesse De Bourgogne,2016,11,The Dram Shop Front St.,766.1,73,83.0,9.64,9.0
Firestone Walker,2016,11,The Dram Shop Front St.,22.0,1,1.0,22.0,22.0
Founders Day IPA,2016,11,The Dram Shop Front St.,260.0,46,61.0,4.43,4.0
Fresh Bongwater,2016,11,The Dram Shop Front St.,181.27,34,38.0,5.08,4.5
Freshburst Sauvignon Blanc,2016,11,The Dram Shop Front St.,14.0,1,1.0,14.0,14.0
Fruit Fly Passionfruit Citra Sour,2016,11,The Dram Shop Front St.,86.42,19,19.0,4.84,4.5
Ginger Cider,2016,11,The Dram Shop Front St.,515.57,62,76.0,7.1,6.5
Glutiny Pale,2016,11,The Dram Shop Front St.,8.0,1,2.0,4.0,4.0
Godello,2016,11,The Dram Shop Front St.,0.0,1,1.0,26.0,26.0
Going to the Sun IPA,2016,11,The Dram Shop Front St.,413.04,75,92.0,4.83,4.5
Golden Spike,2016,11,The Dram Shop Front St.,434.06,66,91.0,5.24,5.0
Gouden Carulous Van de Keizer Rood,2016,11,The Dram Shop Front St.,229.0,23,25.0,9.19,8.5
Gran Passione Rosso,2016,11,The Dram Shop Front St.,101.5,11,14.0,7.73,7.0
Grapefruit Radler,2016,11,The Dram Shop Front St.,19.5,2,6.0,3.25,3.25
Habanero Cider,2016,11,The Dram Shop Front St.,9.0,1,1.0,9.0,9.0
Haybag Hefe,2016,11,The Dram Shop Front St.,445.97,71,95.0,4.8,4.5
Haypricot Hefe,2016,11,The Dram Shop Front St.,10.0,1,1.0,10.0,10.0
Hop Hash IPA,2016,11,The Dram Shop Front St.,491.77,89,116.0,5.1,5.0
Hops,2016,11,The Dram Shop Front St.,827.75,130,153.0,5.64,5.0
Hoptana,2016,11,The Dram Shop Front St.,348.71,59,77.0,4.81,4.0
Hotbox Nitro,2016,11,The Dram Shop Front St.,161.06,25,29.0,5.8,5.5
IPA,2016,11,The Dram Shop Front St.,217.01,42,49.0,4.71,4.5
In Violas Merlot,2016,11,The Dram Shop Front St.,162.0,4,6.0,30.0,30.0
Ivan NITRO,2016,11,The Dram Shop Front St.,102.6,22,22.0,5.06,5.0
Joe IPA,2016,11,The Dram Shop Front St.,821.79,142,176.0,4.93,4.5
Kilt Lifter,2016,11,The Dram Shop Front St.,167.75,38,39.0,4.67,4.5
Kiwi Lager,2016,11,The Dram Shop Front St.,280.56,59,68.0,4.59,4.5
Knotty Knotty Latte Stout,2016,11,The Dram Shop Front St.,118.75,26,29.0,4.37,4.0
Kolsch,2016,11,The Dram Shop Front St.,76.5,7,12.0,6.38,6.0
Last Rites Mex. Choc. Porter,2016,11,The Dram Shop Front St.,372.77,75,84.0,4.82,4.5
"Lawyers, Guns, and Money",2016,11,The Dram Shop Front St.,20.0,3,5.0,4.19,4.5
Le Brun Organic Demi Sec,2016,11,The Dram Shop Front St.,14.85,2,2.0,9.0,9.0
Le Terroir Dry Hop Sour,2016,11,The Dram Shop Front St.,1076.72,155,177.0,6.18,5.5
Lil Opal,2016,11,The Dram Shop Front St.,63.27,4,5.0,13.0,13.0
Lockhorn Grapefruit Mint Cider,2016,11,The Dram Shop Front St.,58.36,7,10.0,6.0,6.0
Lower East Syrah,2016,11,The Dram Shop Front St.,27.0,1,1.0,27.0,27.0
Luponic Distortion IPA,2016,11,The Dram Shop Front St.,1427.22,216,279.0,5.53,5.0
Mark Clark's Hommelbeir,2016,11,The Dram Shop Front St.,140.96,24,29.0,5.04,5.0
Mas Donís Barrica,2016,11,The Dram Shop Front St.,21.0,4,4.0,11.25,7.0
Merlot,2016,11,The Dram Shop Front St.,145.8,4,6.0,23.0,11.0
Mirror Mirror Barley Wine,2016,11,The Dram Shop Front St.,19.0,1,1.0,19.0,19.0
Mogli Imperial Porter,2016,11,The Dram Shop Front St.,143.71,20,20.0,7.26,7.0
Monks Cafe Flemish Sour,2016,11,The Dram Shop Front St.,7.0,2,2.0,3.5,3.5
Mountain Man Scotch,2016,11,The Dram Shop Front St.,889.15,165,184.0,5.1,4.5
NITRO Sextant,2016,11,The Dram Shop Front St.,251.43,47,50.0,5.28,5.5
NITRO shake Chocolate Porter,2016,11,The Dram Shop Front St.,1155.18,221,266.0,4.85,5.0
Nelson Pale,2016,11,The Dram Shop Front St.,313.37,69,87.0,4.14,4.0
Not your Fathers Root Beer ALCOHOL,2016,11,The Dram Shop Front St.,19.2,4,5.0,4.0,4.0
Noto Nero d'Avola,2016,11,The Dram Shop Front St.,16.5,1,1.0,22.0,22.0
Oak Smoker,2016,11,The Dram Shop Front St.,70.49,15,16.0,4.91,4.5
Oatmeal Stout,2016,11,The Dram Shop Front St.,458.49,76,85.0,5.83,5.5
Old Growth,2016,11,The Dram Shop Front St.,678.72,70,83.0,8.26,7.5
Omission IPA,2016,11,The Dram Shop Front St.,3.5,1,1.0,3.5,3.5
Oude Gueuze,2016,11,The Dram Shop Front St.,20.0,2,2.0,10.0,8.0
Pear Cider,2016,11,The Dram Shop Front St.,339.99,56,68.0,5.07,5.0
Peregrine Grenache,2016,11,The Dram Shop Front St.,763.91,70,93.0,8.93,8.0
Peregrine Ranch Chenin Blanc,2016,11,The Dram Shop Front St.,330.79,29,40.0,8.42,8.0
Pinkus Organic Weizen,2016,11,The Dram Shop Front St.,10.0,2,2.0,5.0,4.0
Pinot Blanc,2016,11,The Dram Shop Front St.,60.88,7,7.0,9.57,8.5
Pommeau,2016,11,The Dram Shop Front St.,20.0,1,1.0,20.0,20.0
Pomona's Nectar,2016,11,The Dram Shop Front St.,32.0,2,2.0,16.0,16.0
Powder Hound,2016,11,The Dram Shop Front St.,110.34,16,20.0,5.66,4.5
Prickly Pear Pale,2016,11,The Dram Shop Front St.,219.32,39,39.0,5.68,4.5
Prosecco,2016,11,The Dram Shop Front St.,40.5,4,5.0,9.0,9.0
Pursuit of Hoppiness,2016,11,The Dram Shop Front St.,447.95,92,104.0,4.5,4.5
Quilters Irish Death Stout,2016,11,The Dram Shop Front St.,4.05,1,1.0,4.5,4.5
Raspberry,2016,11,The Dram Shop Front St.,631.62,73,84.0,7.59,7.0
Ring Shank,2016,11,The Dram Shop Front St.,950.48,173,223.0,4.74,4.5
Rosé,2016,11,The Dram Shop Front St.,65.55,3,4.0,19.0,19.0
Rosé of Pinot Noir,2016,11,The Dram Shop Front St.,48.0,3,3.0,16.0,16.0
Roussanne,2016,11,The Dram Shop Front St.,18.0,1,1.0,20.0,20.0
Rutty Englishman,2016,11,The Dram Shop Front St.,245.59,32,41.0,6.04,6.0
Ryan Sullivan Barrel Aged Imperial Stout,2016,11,The Dram Shop Front St.,24.7,3,3.0,14.67,13.0
Saison DuPont Farmhouse Ale,2016,11,The Dram Shop Front St.,12.0,1,1.0,12.0,12.0
Sasso al Poggio,2016,11,The Dram Shop Front St.,14.25,1,1.0,19.0,19.0
Satellite Sav. Blanc,2016,11,The Dram Shop Front St.,328.78,33,44.0,7.66,7.5
Schneider Wiesse,2016,11,The Dram Shop Front St.,12.5,2,3.0,5.75,4.5
Sidra Style Cider,2016,11,The Dram Shop Front St.,0.0,1,1.0,9.0,9.0
Siracha Spicy Stout,2016,11,The Dram Shop Front St.,19.8,2,2.0,11.0,11.0
Slice of Pape Blanc,2016,11,The Dram Shop Front St.,29.0,1,1.0,29.0,29.0
Sofa King Blanc,2016,11,The Dram Shop Front St.,172.0,25,30.0,5.77,5.5
Sparkling Brut Rosé,2016,11,The Dram Shop Front St.,29.75,2,2.0,17.0,17.0
Spumante Rosé,2016,11,The Dram Shop Front St.,11.25,1,1.0,15.0,15.0
Stone IPA,2016,11,The Dram Shop Front St.,105.72,20,24.0,4.74,4.5
Tall Boy,2016,11,The Dram Shop Front St.,29.0,4,10.0,2.86,3.0
Tart Lychee,2016,11,The Dram Shop Front St.,130.43,17,20.0,6.93,5.5
Ten FIDY,2016,11,The Dram Shop Front St.,43.33,6,6.0,7.33,8.0
Toasted Coconut Porter,2016,11,The Dram Shop Front St.,1680.45,253,296.0,5.85,5.5
Tongue Buckler,2016,11,The Dram Shop Front St.,306.16,41,44.0,7.01,6.0
Tripel,2016,11,The Dram Shop Front St.,285.78,28,32.0,9.23,8.5
Underwood Rose,2016,11,The Dram Shop Front St.,24.5,3,3.0,8.67,10.0
Upright Red Mourvedre/Syrah Blend,2016,11,The Dram Shop Front St.,408.0,39,50.0,8.57,8.0
West Coast IPA,2016,11,The Dram Shop Front St.,338.47,46,56.0,6.19,5.5
White Witch IPA,2016,11,The Dram Shop Front St.,125.31,27,30.0,4.61,4.5
Willamette Valley Pinot Noir,2016,11,The Dram Shop Front St.,36.75,2,2.0,21.0,21.0
Witbier,2016,11,The Dram Shop Front St.,116.81,12,13.0,9.19,7.5
Z Domaine Giacometti Patrimonio Rouge (Niellucciu,2016,11,The Dram Shop Front St.,19.0,1,1.0,19.0,19.0
Zweigelt,2016,11,The Dram Shop Front St.,217.25,19,28.0,8.04,7.0
5th Anniversary IPA Encore,2016,10,The Dram Shop Front St.,201.73,20,28.0,7.46,7.0
Aged Pale Sour,2016,10,The Dram Shop Front St.,40.5,5,5.0,9.0,9.0
Alpha Imperial IPA,2016,10,The Dram Shop Front St.,8.0,1,1.0,8.0,8.0
Ambitious Lager,2016,10,The Dram Shop Front St.,256.86,37,55.0,4.79,4.5
Apocalypse IPA,2016,10,The Dram Shop Front St.,159.25,32,39.0,4.59,4.5
Badlands XPA,2016,10,The Dram Shop Front St.,491.38,94,106.0,4.76,4.5
Bardolino Chiaretto,2016,10,The Dram Shop Front St.,28.0,2,2.0,14.0,14.0
Barmy Golden,2016,10,The Dram Shop Front St.,177.75,26,31.0,5.75,5.5
Barrel Aged Black Cauldron,2016,10,The Dram Shop Front St.,180.0,13,16.0,11.47,8.0
Barrel aged Pumpkin Dubbel,2016,10,The Dram Shop Front St.,160.5,18,26.0,6.2,6.0
Beaverslide IPA,2016,10,The Dram Shop Front St.,396.74,86,96.0,4.22,4.0
Black Butte XXVIII,2016,10,The Dram Shop Front St.,121.5,14,15.0,8.68,9.0
Blackfoot Single Malt IPA,2016,10,The Dram Shop Front St.,815.34,113,144.0,5.89,5.0
Bloom,2016,10,The Dram Shop Front St.,6.0,1,1.0,6.0,6.0
Bobtail Blonde,2016,10,The Dram Shop Front St.,519.36,92,109.0,5.06,5.0
Bodegas Ontañón Reserva,2016,10,The Dram Shop Front St.,22.0,1,1.0,22.0,22.0
Bourbon Barrel Aged Scotch Ale,2016,10,The Dram Shop Front St.,6.75,1,1.0,9.0,9.0
Bourbon Barrel Mogli Imperial Porter,2016,10,The Dram Shop Front St.,18.0,1,1.0,18.0,18.0
Bretta Weisse,2016,10,The Dram Shop Front St.,299.49,25,28.0,11.0,9.0
Carbernet Sauvignon,2016,10,The Dram Shop Front St.,37.0,4,4.0,9.25,8.0
Carterfest,2016,10,The Dram Shop Front St.,81.0,17,20.0,4.05,4.0
Chasin' Freshies IPA,2016,10,The Dram Shop Front St.,291.58,46,64.0,4.81,4.0
Cherry Anthem,2016,10,The Dram Shop Front St.,275.95,50,53.0,5.35,5.0
Cider,2016,10,The Dram Shop Front St.,11.0,1,1.0,11.0,11.0
Colomba,2016,10,The Dram Shop Front St.,5.5,1,1.0,5.5,5.5
Cutthroat IPA,2016,10,The Dram Shop Front St.,24.0,3,6.0,5.0,4.0
Cuvee du Chateau Quad,2016,10,The Dram Shop Front St.,6.0,1,1.0,6.0,6.0
De Achste Hond Peach Sour,2016,10,The Dram Shop Front St.,512.33,67,79.0,6.5,5.5
De Konnick Flowering Citrus,2016,10,The Dram Shop Front St.,273.34,46,50.0,5.55,5.5
Delirium Tremens,2016,10,The Dram Shop Front St.,0.0,1,1.0,17.0,17.0
Dixon Melon Gose,2016,10,The Dram Shop Front St.,159.12,24,27.0,5.69,5.5
Double Barrel Ale,2016,10,The Dram Shop Front St.,186.92,36,37.0,5.32,5.0
Dr. Heyden Riesling,2016,10,The Dram Shop Front St.,11.0,1,1.0,11.0,11.0
Dry Stout,2016,10,The Dram Shop Front St.,37.0,5,8.0,4.71,4.0
Duchesse De Bourgogne,2016,10,The Dram Shop Front St.,49.5,6,6.0,8.25,9.0
Duchesse De Bourgogne Flanders Red,2016,10,The Dram Shop Front St.,51.4,3,8.0,7.33,6.0
Escondidian Imp. Black IPA,2016,10,The Dram Shop Front St.,409.5,49,56.0,7.67,7.0
Flathead Cherry,2016,10,The Dram Shop Front St.,765.63,80,102.0,7.58,7.0
Fond Tradition Sour,2016,10,The Dram Shop Front St.,7.0,1,1.0,7.0,7.0
Fresh Bongwater,2016,10,The Dram Shop Front St.,77.5,15,16.0,4.87,4.5
Fresh Hop Cider,2016,10,The Dram Shop Front St.,579.11,90,104.0,5.69,5.5
Fresh Squeezed IPA,2016,10,The Dram Shop Front St.,403.35,70,88.0,4.82,4.5
Freshburst Sauvignon Blanc,2016,10,The Dram Shop Front St.,14.0,1,1.0,14.0,14.0
Gambrinus,2016,10,The Dram Shop Front St.,95.28,22,24.0,4.05,4.0
Glutiny Pale,2016,10,The Dram Shop Front St.,4.0,1,1.0,4.0,4.0
Golden Russet,2016,10,The Dram Shop Front St.,12.0,2,2.0,6.0,6.0
Goodfellow Cellars Pinot Gris,2016,10,The Dram Shop Front St.,90.0,2,5.0,20.0,20.0
Gouden Carulous Van de Keizer Rood,2016,10,The Dram Shop Front St.,110.5,11,13.0,8.5,8.5
Gourdeous Pumpkin Ale,2016,10,The Dram Shop Front St.,172.98,30,35.0,5.19,4.5
Grand Teton Grapefruit Gose,2016,10,The Dram Shop Front St.,482.26,80,93.0,5.33,5.0
Grapefruit Radler,2016,10,The Dram Shop Front St.,422.67,60,80.0,5.75,5.5
Great Burn IPA,2016,10,The Dram Shop Front St.,491.12,90,113.0,4.69,4.5
Green Flash Imperial IPA,2016,10,The Dram Shop Front St.,8.0,1,1.0,8.0,8.0
Helldorado,2016,10,The Dram Shop Front St.,65.25,7,7.0,9.32,9.0
Hops,2016,10,The Dram Shop Front St.,159.98,31,35.0,5.03,5.0
Irish Red,2016,10,The Dram Shop Front St.,176.34,33,42.0,4.26,4.0
Julian's,2016,10,The Dram Shop Front St.,10.0,1,1.0,10.0,10.0
Julian's Black and Blue,2016,10,The Dram Shop Front St.,16.0,1,2.0,8.0,8.0
